prompt,answer
What is 76 + 43? Answer:,119
What is 69 + 39? Answer:,108
What is 75 + 49? Answer:,124
What is 22 + 60? Answer:,82
What is 98 + 99? Answer:,197
What is 32 + 75? Answer:,107
What is 45 + 56? Answer:,101
What is 97 + 24? Answer:,121
What is 84 + 49? Answer:,133
What is 24 + 55? Answer:,79
What is 15 + 77? Answer:,92
What is 95 + 52? Answer:,147
What is 68 + 84? Answer:,152
What is 39 + 10? Answer:,49
What is 31 + 11? Answer:,42
What is 19 + 41? Answer:,60
What is 73 + 99? Answer:,172
What is 52 + 28? Answer:,80
What is 40 + 25? Answer:,65
What is 86 + 46? Answer:,132
What is 65 + 49? Answer:,114
What is 86 + 57? Answer:,143
What is 18 + 56? Answer:,74
What is 53 + 40? Answer:,93
What is 97 + 64? Answer:,161
What is 41 + 27? Answer:,68
What is 58 + 79? Answer:,137
What is 65 + 95? Answer:,160
What is 77 + 78? Answer:,155
What is 74 + 19? Answer:,93
What is 83 + 92? Answer:,175
What is 56 + 23? Answer:,79
What is 28 + 39? Answer:,67
What is 50 + 19? Answer:,69
What is 86 + 34? Answer:,120
What is 72 + 34? Answer:,106
What is 96 + 24? Answer:,120
What is 72 + 47? Answer:,119
What is 35 + 64? Answer:,99
What is 43 + 39? Answer:,82
What is 49 + 77? Answer:,126
What is 92 + 20? Answer:,112
What is 67 + 37? Answer:,104
What is 73 + 90? Answer:,163
What is 41 + 72? Answer:,113
What is 48 + 34? Answer:,82
What is 86 + 59? Answer:,145
What is 58 + 42? Answer:,100
What is 44 + 97? Answer:,141
What is 91 + 16? Answer:,107
What is 38 + 44? Answer:,82
What is 52 + 41? Answer:,93
What is 13 + 36? Answer:,49
What is 97 + 79? Answer:,176
What is 50 + 91? Answer:,141
What is 61 + 99? Answer:,160
What is 49 + 12? Answer:,61
What is 81 + 68? Answer:,149
What is 95 + 93? Answer:,188
What is 70 + 59? Answer:,129
What is 54 + 98? Answer:,152
What is 38 + 55? Answer:,93
What is 93 + 49? Answer:,142
What is 51 + 71? Answer:,122
What is 30 + 60? Answer:,90
What is 11 + 35? Answer:,46
What is 67 + 26? Answer:,93
What is 71 + 57? Answer:,128
What is 81 + 74? Answer:,155
What is 66 + 15? Answer:,81
What is 44 + 31? Answer:,75
What is 54 + 57? Answer:,111
What is 71 + 42? Answer:,113
What is 99 + 80? Answer:,179
What is 82 + 64? Answer:,146
What is 85 + 27? Answer:,112
What is 85 + 45? Answer:,130
What is 48 + 96? Answer:,144
What is 29 + 39? Answer:,68
What is 85 + 51? Answer:,136
What is 47 + 85? Answer:,132
What is 51 + 38? Answer:,89
What is 92 + 49? Answer:,141
What is 63 + 13? Answer:,76
What is 80 + 44? Answer:,124
What is 75 + 41? Answer:,116
What is 50 + 21? Answer:,71
What is 37 + 78? Answer:,115
What is 15 + 92? Answer:,107
What is 59 + 44? Answer:,103
What is 27 + 37? Answer:,64
What is 53 + 91? Answer:,144
What is 65 + 73? Answer:,138
What is 55 + 47? Answer:,102
What is 27 + 15? Answer:,42
What is 43 + 97? Answer:,140
What is 74 + 59? Answer:,133
What is 57 + 57? Answer:,114
What is 22 + 97? Answer:,119
What is 93 + 74? Answer:,167
What is 10 + 95? Answer:,105
What is 50 + 58? Answer:,108
What is 49 + 25? Answer:,74
What is 12 + 58? Answer:,70
What is 55 + 38? Answer:,93
What is 11 + 53? Answer:,64
What is 30 + 34? Answer:,64
What is 71 + 35? Answer:,106
What is 60 + 69? Answer:,129
What is 46 + 46? Answer:,92
What is 66 + 29? Answer:,95
What is 94 + 13? Answer:,107
What is 38 + 41? Answer:,79
What is 77 + 89? Answer:,166
What is 19 + 62? Answer:,81
What is 90 + 65? Answer:,155
What is 12 + 25? Answer:,37
What is 90 + 48? Answer:,138
What is 77 + 79? Answer:,156
What is 28 + 79? Answer:,107
What is 51 + 28? Answer:,79
What is 24 + 26? Answer:,50
What is 52 + 88? Answer:,140
What is 65 + 92? Answer:,157
What is 19 + 52? Answer:,71
What is 85 + 28? Answer:,113
What is 57 + 91? Answer:,148
What is 50 + 69? Answer:,119
What is 61 + 83? Answer:,144
What is 75 + 75? Answer:,150
What is 99 + 12? Answer:,111
What is 61 + 15? Answer:,76
What is 84 + 14? Answer:,98
What is 97 + 19? Answer:,116
What is 77 + 52? Answer:,129
What is 68 + 82? Answer:,150
What is 17 + 50? Answer:,67
What is 53 + 28? Answer:,81
What is 55 + 85? Answer:,140
What is 70 + 60? Answer:,130
What is 42 + 58? Answer:,100
What is 26 + 92? Answer:,118
What is 86 + 57? Answer:,143
What is 93 + 95? Answer:,188
What is 27 + 54? Answer:,81
What is 21 + 71? Answer:,92
What is 72 + 34? Answer:,106
What is 68 + 98? Answer:,166
What is 52 + 63? Answer:,115
What is 38 + 43? Answer:,81
What is 49 + 35? Answer:,84
What is 96 + 25? Answer:,121
What is 67 + 35? Answer:,102
What is 27 + 62? Answer:,89
What is 97 + 23? Answer:,120
What is 71 + 81? Answer:,152
What is 91 + 76? Answer:,167
What is 86 + 70? Answer:,156
What is 20 + 34? Answer:,54
What is 25 + 58? Answer:,83
What is 11 + 15? Answer:,26
What is 19 + 14? Answer:,33
What is 41 + 64? Answer:,105
What is 40 + 33? Answer:,73
What is 23 + 97? Answer:,120
What is 55 + 50? Answer:,105
What is 19 + 31? Answer:,50
What is 12 + 76? Answer:,88
What is 33 + 40? Answer:,73
What is 50 + 54? Answer:,104
What is 24 + 25? Answer:,49
What is 98 + 47? Answer:,145
What is 69 + 56? Answer:,125
What is 62 + 31? Answer:,93
What is 64 + 21? Answer:,85
What is 80 + 42? Answer:,122
What is 88 + 44? Answer:,132
What is 68 + 82? Answer:,150
What is 71 + 10? Answer:,81
What is 36 + 17? Answer:,53
What is 55 + 41? Answer:,96
What is 68 + 61? Answer:,129
What is 37 + 14? Answer:,51
What is 28 + 92? Answer:,120
What is 70 + 14? Answer:,84
What is 71 + 26? Answer:,97
What is 92 + 73? Answer:,165
What is 99 + 98? Answer:,197
What is 22 + 64? Answer:,86
What is 15 + 53? Answer:,68
What is 39 + 81? Answer:,120
What is 57 + 59? Answer:,116
What is 91 + 69? Answer:,160
What is 42 + 55? Answer:,97
What is 50 + 48? Answer:,98
What is 35 + 85? Answer:,120
What is 22 + 29? Answer:,51
What is 64 + 81? Answer:,145
What is 86 + 77? Answer:,163
What is 91 + 39? Answer:,130
What is 91 + 91? Answer:,182
What is 20 + 19? Answer:,39
What is 96 + 61? Answer:,157
What is 99 + 57? Answer:,156
What is 56 + 70? Answer:,126
What is 10 + 61? Answer:,71
What is 36 + 43? Answer:,79
What is 33 + 69? Answer:,102
What is 40 + 19? Answer:,59
What is 18 + 99? Answer:,117
What is 80 + 47? Answer:,127
What is 11 + 99? Answer:,110
What is 50 + 79? Answer:,129
What is 56 + 18? Answer:,74
What is 21 + 37? Answer:,58
What is 15 + 66? Answer:,81
What is 52 + 74? Answer:,126
What is 54 + 65? Answer:,119
What is 23 + 54? Answer:,77
What is 87 + 47? Answer:,134
What is 32 + 56? Answer:,88
What is 13 + 86? Answer:,99
What is 52 + 94? Answer:,146
What is 17 + 42? Answer:,59
What is 95 + 55? Answer:,150
What is 62 + 98? Answer:,160
What is 30 + 33? Answer:,63
What is 21 + 31? Answer:,52
What is 33 + 37? Answer:,70
What is 69 + 79? Answer:,148
What is 19 + 36? Answer:,55
What is 35 + 37? Answer:,72
What is 96 + 93? Answer:,189
What is 68 + 33? Answer:,101
What is 80 + 44? Answer:,124
What is 40 + 70? Answer:,110
What is 44 + 42? Answer:,86
What is 41 + 20? Answer:,61
What is 62 + 80? Answer:,142
What is 97 + 91? Answer:,188
What is 92 + 18? Answer:,110
What is 46 + 46? Answer:,92
What is 20 + 88? Answer:,108
What is 21 + 35? Answer:,56
What is 14 + 36? Answer:,50
What is 51 + 14? Answer:,65
What is 61 + 77? Answer:,138
What is 77 + 92? Answer:,169
What is 10 + 66? Answer:,76
What is 46 + 66? Answer:,112
What is 62 + 49? Answer:,111
What is 59 + 35? Answer:,94
What is 37 + 84? Answer:,121
What is 16 + 49? Answer:,65
What is 54 + 34? Answer:,88
What is 69 + 85? Answer:,154
What is 74 + 20? Answer:,94
What is 99 + 54? Answer:,153
What is 43 + 14? Answer:,57
What is 26 + 23? Answer:,49
What is 12 + 59? Answer:,71
What is 17 + 20? Answer:,37
What is 28 + 55? Answer:,83
What is 70 + 93? Answer:,163
What is 33 + 55? Answer:,88
What is 91 + 25? Answer:,116
What is 10 + 59? Answer:,69
What is 86 + 32? Answer:,118
What is 96 + 13? Answer:,109
What is 65 + 88? Answer:,153
What is 86 + 16? Answer:,102
What is 12 + 74? Answer:,86
What is 14 + 45? Answer:,59
What is 28 + 74? Answer:,102
What is 57 + 16? Answer:,73
What is 98 + 91? Answer:,189
What is 80 + 57? Answer:,137
What is 21 + 87? Answer:,108
What is 65 + 70? Answer:,135
What is 89 + 90? Answer:,179
What is 69 + 43? Answer:,112
What is 11 + 29? Answer:,40
What is 91 + 52? Answer:,143
What is 18 + 46? Answer:,64
What is 11 + 45? Answer:,56
What is 38 + 94? Answer:,132
What is 57 + 39? Answer:,96
What is 21 + 57? Answer:,78
What is 62 + 52? Answer:,114
What is 10 + 58? Answer:,68
What is 70 + 14? Answer:,84
What is 53 + 23? Answer:,76
What is 11 + 93? Answer:,104
What is 30 + 16? Answer:,46
What is 60 + 14? Answer:,74
What is 72 + 41? Answer:,113
What is 21 + 60? Answer:,81
What is 86 + 38? Answer:,124
What is 81 + 85? Answer:,166
What is 38 + 83? Answer:,121
What is 68 + 18? Answer:,86
What is 39 + 67? Answer:,106
What is 85 + 70? Answer:,155
What is 92 + 73? Answer:,165
What is 11 + 18? Answer:,29
What is 83 + 13? Answer:,96
What is 64 + 78? Answer:,142
What is 57 + 23? Answer:,80
What is 81 + 65? Answer:,146
What is 68 + 56? Answer:,124
What is 14 + 70? Answer:,84
What is 33 + 22? Answer:,55
What is 89 + 12? Answer:,101
What is 69 + 70? Answer:,139
What is 15 + 86? Answer:,101
What is 83 + 89? Answer:,172
What is 83 + 14? Answer:,97
What is 50 + 40? Answer:,90
What is 64 + 37? Answer:,101
What is 80 + 87? Answer:,167
What is 17 + 33? Answer:,50
What is 23 + 14? Answer:,37
What is 35 + 77? Answer:,112
What is 10 + 94? Answer:,104
What is 22 + 79? Answer:,101
What is 82 + 31? Answer:,113
What is 55 + 47? Answer:,102
What is 59 + 23? Answer:,82
What is 44 + 55? Answer:,99
What is 59 + 19? Answer:,78
What is 16 + 56? Answer:,72
What is 44 + 75? Answer:,119
What is 96 + 65? Answer:,161
What is 94 + 62? Answer:,156
What is 76 + 52? Answer:,128
What is 23 + 78? Answer:,101
What is 95 + 21? Answer:,116
What is 47 + 25? Answer:,72
What is 72 + 15? Answer:,87
What is 94 + 74? Answer:,168
What is 15 + 23? Answer:,38
What is 11 + 37? Answer:,48
What is 99 + 56? Answer:,155
What is 81 + 75? Answer:,156
What is 65 + 29? Answer:,94
What is 71 + 57? Answer:,128
What is 71 + 72? Answer:,143
What is 95 + 26? Answer:,121
What is 89 + 42? Answer:,131
What is 44 + 45? Answer:,89
What is 17 + 96? Answer:,113
What is 19 + 20? Answer:,39
What is 75 + 32? Answer:,107
What is 74 + 33? Answer:,107
What is 13 + 39? Answer:,52
What is 61 + 65? Answer:,126
What is 99 + 81? Answer:,180
What is 94 + 72? Answer:,166
What is 17 + 20? Answer:,37
What is 12 + 57? Answer:,69
What is 88 + 26? Answer:,114
What is 99 + 80? Answer:,179
What is 49 + 15? Answer:,64
What is 20 + 98? Answer:,118
What is 13 + 16? Answer:,29
What is 97 + 44? Answer:,141
What is 54 + 15? Answer:,69
What is 87 + 78? Answer:,165
What is 71 + 22? Answer:,93
What is 56 + 30? Answer:,86
What is 56 + 49? Answer:,105
What is 68 + 14? Answer:,82
What is 68 + 85? Answer:,153
What is 82 + 15? Answer:,97
What is 64 + 18? Answer:,82
What is 90 + 27? Answer:,117
What is 40 + 10? Answer:,50
What is 14 + 50? Answer:,64
What is 95 + 57? Answer:,152
What is 16 + 60? Answer:,76
What is 72 + 50? Answer:,122
What is 93 + 77? Answer:,170
What is 29 + 59? Answer:,88
What is 87 + 11? Answer:,98
What is 28 + 54? Answer:,82
What is 15 + 93? Answer:,108
What is 13 + 68? Answer:,81
What is 59 + 38? Answer:,97
What is 43 + 99? Answer:,142
What is 64 + 26? Answer:,90
What is 21 + 75? Answer:,96
What is 91 + 59? Answer:,150
What is 22 + 70? Answer:,92
What is 88 + 78? Answer:,166
What is 65 + 31? Answer:,96
What is 70 + 78? Answer:,148
What is 98 + 79? Answer:,177
What is 73 + 25? Answer:,98
What is 39 + 64? Answer:,103
What is 80 + 25? Answer:,105
What is 58 + 66? Answer:,124
What is 30 + 81? Answer:,111
What is 37 + 84? Answer:,121
What is 41 + 84? Answer:,125
What is 14 + 16? Answer:,30
What is 66 + 25? Answer:,91
What is 17 + 34? Answer:,51
What is 86 + 64? Answer:,150
What is 90 + 90? Answer:,180
What is 25 + 90? Answer:,115
What is 30 + 53? Answer:,83
What is 64 + 78? Answer:,142
What is 13 + 73? Answer:,86
What is 44 + 94? Answer:,138
What is 45 + 18? Answer:,63
What is 95 + 47? Answer:,142
What is 68 + 57? Answer:,125
What is 14 + 82? Answer:,96
What is 57 + 84? Answer:,141
What is 91 + 38? Answer:,129
What is 91 + 55? Answer:,146
What is 15 + 31? Answer:,46
What is 63 + 22? Answer:,85
What is 33 + 72? Answer:,105
What is 92 + 49? Answer:,141
What is 43 + 44? Answer:,87
What is 62 + 21? Answer:,83
What is 45 + 21? Answer:,66
What is 10 + 64? Answer:,74
What is 55 + 13? Answer:,68
What is 55 + 95? Answer:,150
What is 77 + 45? Answer:,122
What is 92 + 56? Answer:,148
What is 91 + 74? Answer:,165
What is 33 + 10? Answer:,43
What is 78 + 43? Answer:,121
What is 10 + 37? Answer:,47
What is 41 + 88? Answer:,129
What is 10 + 64? Answer:,74
What is 51 + 75? Answer:,126
What is 18 + 97? Answer:,115
What is 17 + 91? Answer:,108
What is 45 + 55? Answer:,100
What is 26 + 32? Answer:,58
What is 52 + 68? Answer:,120
What is 17 + 95? Answer:,112
What is 69 + 89? Answer:,158
What is 18 + 22? Answer:,40
What is 11 + 25? Answer:,36
What is 80 + 90? Answer:,170
What is 16 + 64? Answer:,80
What is 81 + 54? Answer:,135
What is 37 + 39? Answer:,76
What is 23 + 25? Answer:,48
What is 40 + 26? Answer:,66
What is 94 + 40? Answer:,134
What is 60 + 44? Answer:,104
What is 23 + 86? Answer:,109
What is 50 + 22? Answer:,72
What is 89 + 73? Answer:,162
What is 91 + 91? Answer:,182
What is 54 + 38? Answer:,92
What is 40 + 93? Answer:,133
What is 72 + 79? Answer:,151
What is 41 + 28? Answer:,69
What is 18 + 21? Answer:,39
What is 94 + 88? Answer:,182
What is 71 + 26? Answer:,97
What is 56 + 89? Answer:,145
What is 75 + 86? Answer:,161
What is 14 + 94? Answer:,108
What is 38 + 80? Answer:,118
What is 11 + 88? Answer:,99
What is 21 + 33? Answer:,54
What is 84 + 79? Answer:,163
What is 69 + 11? Answer:,80
What is 77 + 84? Answer:,161
What is 17 + 33? Answer:,50
What is 43 + 84? Answer:,127
What is 59 + 51? Answer:,110
What is 22 + 92? Answer:,114
What is 69 + 50? Answer:,119
What is 79 + 43? Answer:,122
What is 46 + 71? Answer:,117
What is 81 + 67? Answer:,148
What is 35 + 20? Answer:,55
What is 62 + 28? Answer:,90
What is 84 + 42? Answer:,126
What is 99 + 36? Answer:,135
What is 88 + 28? Answer:,116
What is 12 + 68? Answer:,80
What is 85 + 70? Answer:,155
What is 25 + 23? Answer:,48
What is 96 + 63? Answer:,159
What is 22 + 25? Answer:,47
What is 98 + 28? Answer:,126
What is 83 + 53? Answer:,136
What is 85 + 38? Answer:,123
What is 94 + 99? Answer:,193
What is 71 + 45? Answer:,116
What is 88 + 16? Answer:,104
What is 62 + 53? Answer:,115
What is 24 + 34? Answer:,58
What is 50 + 23? Answer:,73
What is 95 + 64? Answer:,159
What is 40 + 42? Answer:,82
What is 24 + 74? Answer:,98
What is 87 + 42? Answer:,129
What is 27 + 36? Answer:,63
What is 39 + 79? Answer:,118
What is 72 + 61? Answer:,133
What is 65 + 49? Answer:,114
What is 85 + 82? Answer:,167
What is 26 + 63? Answer:,89
What is 81 + 96? Answer:,177
What is 15 + 83? Answer:,98
What is 66 + 16? Answer:,82
What is 88 + 48? Answer:,136
What is 76 + 71? Answer:,147
What is 42 + 35? Answer:,77
What is 37 + 42? Answer:,79
What is 64 + 72? Answer:,136
What is 20 + 35? Answer:,55
What is 34 + 10? Answer:,44
What is 61 + 98? Answer:,159
What is 35 + 24? Answer:,59
What is 67 + 85? Answer:,152
What is 59 + 67? Answer:,126
What is 76 + 17? Answer:,93
What is 41 + 60? Answer:,101
What is 43 + 58? Answer:,101
What is 63 + 43? Answer:,106
What is 68 + 36? Answer:,104
What is 47 + 73? Answer:,120
What is 56 + 70? Answer:,126
What is 65 + 98? Answer:,163
What is 45 + 16? Answer:,61
What is 47 + 86? Answer:,133
What is 30 + 47? Answer:,77
What is 21 + 41? Answer:,62
What is 82 + 28? Answer:,110
What is 83 + 55? Answer:,138
What is 34 + 93? Answer:,127
What is 51 + 41? Answer:,92
What is 42 + 54? Answer:,96
What is 24 + 56? Answer:,80
What is 10 + 92? Answer:,102
What is 26 + 89? Answer:,115
What is 41 + 86? Answer:,127
What is 15 + 67? Answer:,82
What is 27 + 96? Answer:,123
What is 84 + 82? Answer:,166
What is 33 + 31? Answer:,64
What is 82 + 30? Answer:,112
What is 52 + 71? Answer:,123
What is 91 + 70? Answer:,161
What is 19 + 93? Answer:,112
What is 46 + 23? Answer:,69
What is 20 + 27? Answer:,47
What is 76 + 73? Answer:,149
What is 19 + 45? Answer:,64
What is 81 + 86? Answer:,167
What is 24 + 90? Answer:,114
What is 74 + 53? Answer:,127
What is 58 + 71? Answer:,129
What is 88 + 62? Answer:,150
What is 99 + 52? Answer:,151
What is 82 + 28? Answer:,110
What is 19 + 77? Answer:,96
What is 63 + 25? Answer:,88
What is 82 + 87? Answer:,169
What is 74 + 49? Answer:,123
What is 83 + 23? Answer:,106
What is 55 + 61? Answer:,116
What is 29 + 22? Answer:,51
What is 91 + 84? Answer:,175
What is 72 + 28? Answer:,100
What is 51 + 60? Answer:,111
What is 54 + 27? Answer:,81
What is 51 + 92? Answer:,143
What is 63 + 89? Answer:,152
What is 11 + 90? Answer:,101
What is 28 + 87? Answer:,115
What is 24 + 92? Answer:,116
What is 67 + 12? Answer:,79
What is 15 + 73? Answer:,88
What is 17 + 88? Answer:,105
What is 51 + 54? Answer:,105
What is 97 + 12? Answer:,109
What is 15 + 88? Answer:,103
What is 33 + 87? Answer:,120
What is 25 + 95? Answer:,120
What is 38 + 75? Answer:,113
What is 23 + 12? Answer:,35
What is 35 + 59? Answer:,94
What is 85 + 95? Answer:,180
What is 60 + 28? Answer:,88
What is 50 + 96? Answer:,146
What is 46 + 72? Answer:,118
What is 54 + 19? Answer:,73
What is 94 + 14? Answer:,108
What is 57 + 80? Answer:,137
What is 11 + 33? Answer:,44
What is 87 + 46? Answer:,133
What is 34 + 47? Answer:,81
What is 67 + 22? Answer:,89
What is 62 + 38? Answer:,100
What is 57 + 36? Answer:,93
What is 81 + 99? Answer:,180
What is 69 + 33? Answer:,102
What is 25 + 10? Answer:,35
What is 40 + 11? Answer:,51
What is 72 + 10? Answer:,82
What is 82 + 60? Answer:,142
What is 69 + 31? Answer:,100
What is 41 + 94? Answer:,135
What is 22 + 65? Answer:,87
What is 20 + 25? Answer:,45
What is 75 + 13? Answer:,88
What is 84 + 55? Answer:,139
What is 57 + 73? Answer:,130
What is 32 + 22? Answer:,54
What is 26 + 83? Answer:,109
What is 48 + 68? Answer:,116
What is 18 + 82? Answer:,100
What is 23 + 32? Answer:,55
What is 10 + 12? Answer:,22
What is 93 + 59? Answer:,152
What is 60 + 17? Answer:,77
What is 94 + 65? Answer:,159
What is 69 + 61? Answer:,130
What is 86 + 81? Answer:,167
What is 32 + 36? Answer:,68
What is 75 + 76? Answer:,151
What is 79 + 65? Answer:,144
What is 41 + 97? Answer:,138
What is 93 + 72? Answer:,165
What is 36 + 13? Answer:,49
What is 86 + 40? Answer:,126
What is 46 + 15? Answer:,61
What is 13 + 27? Answer:,40
What is 97 + 11? Answer:,108
What is 11 + 91? Answer:,102
What is 88 + 77? Answer:,165
What is 14 + 17? Answer:,31
What is 58 + 23? Answer:,81
What is 90 + 99? Answer:,189
What is 34 + 29? Answer:,63
What is 33 + 34? Answer:,67
What is 46 + 36? Answer:,82
What is 57 + 71? Answer:,128
What is 45 + 19? Answer:,64
What is 74 + 94? Answer:,168
What is 14 + 16? Answer:,30
What is 91 + 92? Answer:,183
What is 19 + 96? Answer:,115
What is 92 + 56? Answer:,148
What is 90 + 37? Answer:,127
What is 95 + 65? Answer:,160
What is 23 + 60? Answer:,83
What is 82 + 66? Answer:,148
What is 87 + 78? Answer:,165
What is 80 + 75? Answer:,155
What is 42 + 15? Answer:,57
What is 77 + 25? Answer:,102
What is 42 + 92? Answer:,134
What is 99 + 29? Answer:,128
What is 88 + 85? Answer:,173
What is 87 + 92? Answer:,179
What is 25 + 19? Answer:,44
What is 43 + 82? Answer:,125
What is 45 + 23? Answer:,68
What is 64 + 89? Answer:,153
What is 22 + 48? Answer:,70
What is 11 + 18? Answer:,29
What is 15 + 23? Answer:,38
What is 51 + 70? Answer:,121
What is 26 + 48? Answer:,74
What is 53 + 24? Answer:,77
What is 37 + 32? Answer:,69
What is 63 + 92? Answer:,155
What is 42 + 70? Answer:,112
What is 46 + 35? Answer:,81
What is 97 + 65? Answer:,162
What is 34 + 50? Answer:,84
What is 20 + 71? Answer:,91
What is 50 + 18? Answer:,68
What is 64 + 23? Answer:,87
What is 25 + 31? Answer:,56
What is 98 + 88? Answer:,186
What is 59 + 24? Answer:,83
What is 80 + 89? Answer:,169
What is 78 + 31? Answer:,109
What is 38 + 15? Answer:,53
What is 16 + 72? Answer:,88
What is 85 + 96? Answer:,181
What is 32 + 81? Answer:,113
What is 58 + 87? Answer:,145
What is 58 + 69? Answer:,127
What is 55 + 39? Answer:,94
What is 24 + 39? Answer:,63
What is 55 + 19? Answer:,74
What is 81 + 93? Answer:,174
What is 67 + 10? Answer:,77
What is 27 + 53? Answer:,80
What is 46 + 60? Answer:,106
What is 59 + 86? Answer:,145
What is 42 + 50? Answer:,92
What is 56 + 52? Answer:,108
What is 44 + 84? Answer:,128
What is 57 + 97? Answer:,154
What is 25 + 75? Answer:,100
What is 18 + 67? Answer:,85
What is 27 + 13? Answer:,40
What is 69 + 41? Answer:,110
What is 79 + 48? Answer:,127
What is 75 + 54? Answer:,129
What is 65 + 79? Answer:,144
What is 30 + 11? Answer:,41
What is 13 + 66? Answer:,79
What is 40 + 15? Answer:,55
What is 90 + 81? Answer:,171
What is 20 + 50? Answer:,70
What is 28 + 96? Answer:,124
What is 25 + 57? Answer:,82
What is 79 + 68? Answer:,147
What is 44 + 54? Answer:,98
What is 69 + 74? Answer:,143
What is 62 + 18? Answer:,80
What is 68 + 97? Answer:,165
What is 34 + 19? Answer:,53
What is 99 + 91? Answer:,190
What is 68 + 82? Answer:,150
What is 10 + 43? Answer:,53
What is 19 + 78? Answer:,97
What is 67 + 84? Answer:,151
What is 43 + 73? Answer:,116
What is 80 + 60? Answer:,140
What is 52 + 86? Answer:,138
What is 17 + 17? Answer:,34
What is 29 + 96? Answer:,125
What is 72 + 52? Answer:,124
What is 70 + 26? Answer:,96
What is 25 + 27? Answer:,52
What is 62 + 84? Answer:,146
What is 66 + 24? Answer:,90
What is 41 + 19? Answer:,60
What is 21 + 37? Answer:,58
What is 86 + 81? Answer:,167
What is 10 + 87? Answer:,97
What is 48 + 77? Answer:,125
What is 66 + 52? Answer:,118
What is 42 + 39? Answer:,81
What is 89 + 48? Answer:,137
What is 90 + 67? Answer:,157
What is 86 + 89? Answer:,175
What is 92 + 33? Answer:,125
What is 77 + 72? Answer:,149
What is 53 + 24? Answer:,77
What is 63 + 82? Answer:,145
What is 32 + 51? Answer:,83
What is 99 + 55? Answer:,154
What is 24 + 96? Answer:,120
What is 22 + 73? Answer:,95
What is 96 + 14? Answer:,110
What is 38 + 34? Answer:,72
What is 72 + 84? Answer:,156
What is 27 + 95? Answer:,122
What is 62 + 81? Answer:,143
What is 44 + 17? Answer:,61
What is 49 + 15? Answer:,64
What is 23 + 32? Answer:,55
What is 40 + 28? Answer:,68
What is 94 + 56? Answer:,150
What is 30 + 29? Answer:,59
What is 86 + 76? Answer:,162
What is 32 + 40? Answer:,72
What is 48 + 75? Answer:,123
What is 46 + 64? Answer:,110
What is 59 + 33? Answer:,92
What is 92 + 45? Answer:,137
What is 22 + 10? Answer:,32
What is 11 + 79? Answer:,90
What is 27 + 52? Answer:,79
What is 52 + 90? Answer:,142
What is 98 + 96? Answer:,194
What is 21 + 17? Answer:,38
What is 12 + 57? Answer:,69
What is 72 + 12? Answer:,84
What is 10 + 18? Answer:,28
What is 33 + 43? Answer:,76
What is 15 + 54? Answer:,69
What is 90 + 65? Answer:,155
What is 50 + 29? Answer:,79
What is 13 + 47? Answer:,60
What is 37 + 14? Answer:,51
What is 76 + 31? Answer:,107
What is 90 + 95? Answer:,185
What is 88 + 59? Answer:,147
What is 10 + 93? Answer:,103
What is 21 + 40? Answer:,61
What is 94 + 80? Answer:,174
What is 36 + 17? Answer:,53
What is 26 + 42? Answer:,68
What is 76 + 18? Answer:,94
What is 19 + 29? Answer:,48
What is 23 + 92? Answer:,115
What is 26 + 70? Answer:,96
What is 42 + 23? Answer:,65
What is 31 + 87? Answer:,118
What is 35 + 39? Answer:,74
What is 90 + 11? Answer:,101
What is 54 + 16? Answer:,70
What is 86 + 98? Answer:,184
What is 83 + 32? Answer:,115
What is 51 + 83? Answer:,134
What is 36 + 40? Answer:,76
What is 43 + 64? Answer:,107
What is 65 + 19? Answer:,84
What is 68 + 15? Answer:,83
What is 70 + 90? Answer:,160
What is 64 + 35? Answer:,99
What is 19 + 43? Answer:,62
What is 91 + 54? Answer:,145
What is 80 + 69? Answer:,149
What is 41 + 89? Answer:,130
What is 51 + 12? Answer:,63
What is 14 + 74? Answer:,88
What is 52 + 99? Answer:,151
What is 88 + 87? Answer:,175
What is 45 + 19? Answer:,64
What is 53 + 44? Answer:,97
What is 79 + 77? Answer:,156
What is 48 + 34? Answer:,82
What is 32 + 86? Answer:,118
What is 27 + 96? Answer:,123
What is 86 + 43? Answer:,129
What is 89 + 97? Answer:,186
What is 79 + 42? Answer:,121
What is 13 + 96? Answer:,109
What is 30 + 53? Answer:,83
What is 49 + 78? Answer:,127
What is 17 + 98? Answer:,115
What is 78 + 71? Answer:,149
What is 16 + 18? Answer:,34
What is 32 + 69? Answer:,101
What is 57 + 95? Answer:,152
What is 91 + 35? Answer:,126
What is 48 + 89? Answer:,137
What is 52 + 88? Answer:,140
What is 51 + 10? Answer:,61
What is 42 + 73? Answer:,115
What is 97 + 29? Answer:,126
What is 94 + 13? Answer:,107
What is 34 + 40? Answer:,74
What is 48 + 30? Answer:,78
What is 64 + 84? Answer:,148
What is 75 + 86? Answer:,161
What is 43 + 34? Answer:,77
What is 70 + 10? Answer:,80
What is 59 + 86? Answer:,145
What is 90 + 75? Answer:,165
What is 83 + 51? Answer:,134
What is 44 + 99? Answer:,143
What is 41 + 16? Answer:,57
What is 19 + 23? Answer:,42
What is 85 + 28? Answer:,113
What is 76 + 45? Answer:,121
What is 57 + 22? Answer:,79
What is 70 + 91? Answer:,161
What is 92 + 74? Answer:,166
What is 60 + 25? Answer:,85
What is 18 + 71? Answer:,89
What is 33 + 56? Answer:,89
